,test_statistic,p,-log2(p)
Phosphate_min,0.49111638456998713,0.4834297330963918,1.0486218868406605
Platelet_Count_last,2.033428002702557,0.15387319998820861,2.7001861147545525
Platelet_Count_min,0.23836564869794089,0.6253890292264052,0.677174183618468
Potassium_max,1.027700386853551,0.3106993932741139,1.6864086706831019
"Protein,_Total_last",0.2182879506327059,0.6403475217515515,0.6430730150329312
"Protein,_Total_max",0.004793501595552253,0.9448024698634818,0.0819153587137449
Protein/Creatinine_Ratio_mean,0.04063156164121264,0.8402507733475607,0.2511081295300123
Renal dialysis status,0.01732084799315948,0.895293809561367,0.15956688397711638
Sodium_min,9.026376208911437,0.002661115013201554,8.553753419777435
"Total_Protein,_Urine_max",1.3646932319775642,0.24272575667471047,2.042600887695173
Unspecified essential hypertension,12.310149953042814,0.0004505017788298627,11.116179576942478
Urea_Nitrogen_last,2.280564297717804,0.13100420127540885,2.9323150154757305
Urea_Nitrogen_max,1.1483016276445404,0.2839049608072065,1.8165200367041454
Urea_Nitrogen_mean,0.38556613331296524,0.5346392870775845,0.9033622393687353
Urea_Nitrogen_median,0.05104316510872632,0.821257929582321,0.2840926995725024
Uric_Acid_min,0.6048731884752624,0.43672470139794195,1.1952039618079346
White_Blood_Cells_last,0.010994328407739794,0.9164917848844055,0.12580614588395422
White_Blood_Cells_min,1.2834137388719047,0.2572652719314894,1.9586713731195222
anchor_age,13.98614292457902,0.00018416292120603626,12.406729756648483
disch_age,12.796272171599332,0.0003473107246678909,11.491485418912108
eGFR_first,0.22578281678889225,0.6346685920777962,0.6559246453260222
eGFR_last,0.009252913879016793,0.9233680306988246,0.11502231133123494
eGFR_max,0.004387361668972308,0.9471890104919879,0.07827575230804645
eGFR_mean,0.03786201098365375,0.8457204848032356,0.24174717128196682
eGFR_median,0.02951342192384006,0.8635989255568175,0.21156664644914813
eGFR_min,0.03619859304464734,0.8491059618300898,0.235983492737005
gender,0.8238266612907564,0.36406371041191044,1.4577371536600825
hadm_id_first_CKD,0.5756714389293235,0.4480139979371195,1.158384285731771
subject_id,0.07833925909039753,0.7795607386878894,0.3592666614575426
