,test_statistic,p,-log2(p)
Personal history of tobacco use,0.8315999455657939,0.3618102957316768,1.4666946327831223
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",0.9085915615436311,0.34048839524469743,1.5543224667182411
Phosphate_first,1.4920876117847879,0.22189283740387705,2.1720649961162235
Phosphate_last,1.139831912623249,0.28568784802389047,1.807488423571165
Phosphate_max,1.4209625478380363,0.23324503739830685,2.100081708760023
Phosphate_mean,0.1553092868330201,0.693512384337234,0.5280064493069291
Phosphate_median,0.026011664235638842,0.8718718349978618,0.19781202020934552
Phosphate_min,0.23582633233723424,0.6272369436852588,0.6729175595065171
"Pneumonia, organism unspecified",0.5131863972845764,0.473762732909202,1.0777633770218782
Potassium_max,0.5902033555818637,0.4423404931507351,1.1767707780549606
Renal dialysis status,0.0005641359570891267,0.9810507894924437,0.02760026746207798
Sodium_max,0.1970371991653551,0.6571230374824432,0.6057645737355599
Sodium_min,4.208410986852443,0.040224000538027584,4.635799615606487
"Subendocardial infarction, initial episode of care",0.15268587682685128,0.6959817392261001,0.5228786409305344
Unspecified essential hypertension,12.404683357054626,0.00042825842092348557,11.189230764985396
Urea_Nitrogen_max,1.2329991472635446,0.266824567247034,1.906036589482756
Urea_Nitrogen_mean,0.2222140071063977,0.6373581095172167,0.6498238940611877
Urea_Nitrogen_median,0.8493609527297095,0.3567331840027945,1.4870826705894624
admission_type_EW EMER.,0.029412501030332956,0.863830055022539,0.21118058214232185
anchor_age,9.849904665057725,0.0016984056087224263,9.201603244020555
disch_age,9.522064639520332,0.002030160501674441,8.944190495273151
eGFR_first,0.17975968772709838,0.6715798424743418,0.574369166575993
eGFR_last,0.019728734778170536,0.8882973330319054,0.17088543510117304
eGFR_max,0.017445465596324518,0.8949199993703552,0.16016937527056266
eGFR_mean,0.0002024333957597796,0.9886481540414924,0.01647091741538417
eGFR_median,0.014709676686950512,0.9034665235192485,0.14645694952247573
eGFR_min,0.029493142098420952,0.8636453378003943,0.21148911402934925
gender,0.10607835823142671,0.7446538205104316,0.42535820287542436
hadm_id_last,0.1465573106071481,0.7018472671874006,0.5107709829401781
race_WHITE,0.345742035307773,0.5565334141992637,0.8454597854829526
subject_id,0.03421420207247084,0.8532519274981626,0.22895632650796283
