,test_statistic,p,-log2(p)
"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",0.43088686360774503,0.5115540983857747,0.9670412775055087
Phosphate_first,2.1634999516304814,0.141322471049746,2.8229372145339386
Phosphate_last,1.0177647633946523,0.31304980091038187,1.6755359111758727
Phosphate_max,2.387001955090658,0.12234806731601801,3.030936782972462
Phosphate_mean,0.1670263313766599,0.6827682371500701,0.550532150130303
Phosphate_median,0.019858546309988144,0.8879328620489146,0.17147749854941832
Phosphate_min,0.01992917418053815,0.8877350708680544,0.17179890138792103
Potassium_max,1.7595962422199352,0.1846748847291519,2.436940417740975
Renal dialysis status,0.04373611915530436,0.8343453332081582,0.2612834601518765
Sodium_max,0.460986181693885,0.49716344020816816,1.008207885724758
Sodium_min,4.393070872427422,0.03608526218172369,4.792446452902232
"Subendocardial infarction, initial episode of care",0.10137028539540179,0.7501913938032148,0.4146693823927005
Unspecified essential hypertension,8.041353728465635,0.004572135592779773,7.772916095429412
Urea_Nitrogen_last,2.7165871119699454,0.09931015128483872,3.3319149950848415
Urea_Nitrogen_max,0.004420671385663725,0.9469892079573273,0.0785801102867977
Urea_Nitrogen_mean,0.004563480051810751,0.9461410447838,0.07987282734566023
Urea_Nitrogen_median,0.16662896514212874,0.6831252969322341,0.5497778770103136
White_Blood_Cells_min,0.980346633909815,0.32211324281931103,1.6343601204224263
admission_location_EMERGENCY ROOM,0.5045593328631546,0.47750361209340375,1.066416448378702
admission_type_EW EMER.,0.9696237430974927,0.3247740342034629,1.622491801721896
admit_provider_id_P38TI6,0.4459318086743439,0.5042732317225621,0.9877224499730187
admit_provider_id_P41R5N,0.26521834888816986,0.6065575324049457,0.7212836024207263
anchor_age,12.357405816361911,0.0004392406012357053,11.152700963425552
disch_age,13.251497954987283,0.0002723621363141813,11.842186225203175
eGFR_first,0.22060791946149153,0.6385771041621675,0.6470672681050338
eGFR_last,0.10078002457473416,0.7508955745062521,0.4133158058123516
eGFR_max,0.024973746998585483,0.874432495732968,0.19358107932849816
eGFR_mean,0.0057122671988784615,0.9397536128635773,0.08964553819678023
eGFR_median,0.08505927120415642,0.7705548336637938,0.3760304704769055
eGFR_min,0.04806923094730873,0.8264576738184553,0.2749871596236715
gender,3.0114231948719814,0.08267966841104521,3.5963235869656454
hadm_id_last,0.1398304780849261,0.7084495981794845,0.4972628769494895
race_BLACK/AFRICAN AMERICAN,1.5237869444834187,0.2170473139458163,2.2039185261598657
race_WHITE,0.1419607595970246,0.7063394806792562,0.5015663570315294
subject_id,0.08626630266009092,0.7689785514632248,0.37898473614002703
