,test_statistic,p,-log2(p)
Renal dialysis status,0.19708644693485258,0.6570829319807935,0.6058526269170319
Sodium_min,2.2188238714642874,0.13633688578353412,2.8747521604939426
"Subendocardial infarction, initial episode of care",0.4743081956579105,0.4910118451257037,1.0261702664818457
Unspecified essential hypertension,6.103569653799693,0.01349090958344386,6.211868568895108
Urea_Nitrogen_max,2.960368828339483,0.08532847468099856,3.550828930928427
Urea_Nitrogen_mean,0.8087372625231742,0.36849384293163445,1.4402875809841325
Urea_Nitrogen_median,0.3834766832188772,0.535748422477244,0.9003723980258712
anchor_age,16.018097225271617,6.273989599186823e-05,13.960257336905602
disch_age,14.716960697121026,0.00012491752423243567,12.966736497881577
eGFR_first,0.20240050033204532,0.6527901686050419,0.6153087652304629
eGFR_last,0.00809663892568417,0.9283020547716424,0.10733378305107251
eGFR_max,0.0014725114459586746,0.9693900353779223,0.04485084215893385
eGFR_mean,0.005174463025452867,0.9426546385382696,0.08519878902352558
eGFR_median,0.00993818911303515,0.9205900694598543,0.11936921480470009
eGFR_min,0.03269413556991617,0.8565126340206024,0.2234535678957301
gender,1.1883538216279146,0.27566186160936446,1.8590284135859414
race_WHITE,0.8261899318850182,0.3633765687491186,1.4604627001895898
subject_id,0.20052506683034982,0.6542973606138964,0.6119816438985665
