,test_statistic,p,-log2(p)
Protein_mean,0.0018033554991685322,0.9661272684521159,0.049714846332829354
Renal dialysis status,0.3835179461259558,0.5357264786012449,0.9004314910033255
"Reticulocyte_Count,_Automated_min",0.9321495019178244,0.33430500055343304,1.5807631598552183
Severe sepsis,0.5390070686077261,0.46284452093286776,1.1114004511856443
Sodium_mean,1.6530044225787721,0.19855050593059262,2.332422057859647
Unspecified essential hypertension,5.213468996042388,0.02241257275851196,5.479547923215419
Urea_Nitrogen_last,4.275960792142257,0.03865510447294004,4.6931972526867485
Urea_Nitrogen_max,0.17996132222367553,0.6714064817137286,0.5747416301022493
Urea_Nitrogen_mean,0.08677201545216068,0.7683216942775145,0.3802176048196385
Urea_Nitrogen_median,0.018203279101586915,0.8926754994183275,0.16379226496112723
Uric_Acid_median,0.05416381133860378,0.8159701404493833,0.2934117355996465
anchor_age,12.017805928908658,0.0005269469721040092,10.890054592130578
disch_age,12.85156693040277,0.00033719676694331956,11.53412167582343
eGFR_first,0.13058767469755256,0.7178234942231849,0.4782989518328648
eGFR_last,0.04029854422359067,0.8408979920047459,0.24999729482880445
eGFR_max,0.029767041881135263,0.8630198737630155,0.21253431248288351
eGFR_mean,0.00020160230667657023,0.9886714789061213,0.016436880767014012
eGFR_median,0.04063177575972196,0.8402503580982762,0.25110884250553167
eGFR_min,0.023635545913765005,0.8778158769368664,0.18800973062403362
first_stage_icd,3.8752070147445994,0.0490042661569816,4.350948838595735
gender,1.9861807410316237,0.15874078999059074,2.655255204548077
marital_status_SINGLE,0.026271554498040906,0.8712389005985024,0.19885972342251215
subject_id,0.2776843892278641,0.5982229821170761,0.7412447589044521
