,test_statistic,p,-log2(p)
"Infection and inflammatory reaction due to cardiac device, implant, and graft",1.1206607946480387,0.28977621226083067,1.7869889260170078
Knee joint replacement,0.2882133981520144,0.5913677079258721,0.7578726287154912
MCHC_mean,0.026083818639742955,0.8716957867184636,0.1981033584715896
Methicillin susceptible Staphylococcus aureus septicemia,0.4398065282439867,0.5072158507133862,0.9793282638653269
Nonspecific abnormal findings in stool contents,0.7973109061647264,0.3718985824388553,1.427018846029506
Orthostatic hypotension,0.3297862629697401,0.5657849712883803,0.8216742393544781
"Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh",2.051855798279921,0.15202078867095073,2.7176594708124
Other acute postoperative pain,0.17279799344305938,0.6776370204472899,0.5614154012137493
Other fall,0.8948815869974011,0.3441578635114746,1.5388576210544522
Other musculoskeletal symptoms referable to limbs,1.579979969913877,0.20876357869075163,2.260058056473375
Other persistent mental disorders due to conditions classified elsewhere,9.825080807378873,0.0017214813765903953,9.182133711100185
Other psoriasis,0.25607837567012776,0.6128272558446752,0.7064476315058503
Other specified forms of chronic ischemic heart disease,0.06852430642266304,0.7934976301404902,0.33370218057254836
Pain in limb,1.5189003669483405,0.2177859763729415,2.1990170355459493
Pathologic fracture of vertebrae,0.43089398622692704,0.5115506085924938,0.9670511195234875
Penicillins causing adverse effects in therapeutic use,0.285927292734618,0.5928423162062333,0.7542796661335903
Personal history of malignant neoplasm of bladder,0.6283784033121016,0.4279507507703145,1.2244833162694513
Phosphate_first,2.7015504028894495,0.10025071504028722,3.3183155681184138
Phosphate_last,0.2777652316448863,0.5981697179866904,0.7413732182252234
Phosphate_max,3.3168444382142344,0.06857333177902626,3.86620856950614
Phosphate_mean,0.7192683109235211,0.3963840213400506,1.3350292877567425
Phosphate_median,0.3015948655646313,0.5828843066003846,0.7787185354021251
Phosphate_min,0.027252911609578684,0.8688774264151478,0.20277542622015973
Platelet_Count_first,3.9934531833622793,0.04567736048613165,4.452376904301445
Protein/Creatinine_Ratio_mean,0.9484446428683976,0.3301155162983233,1.5989571442682886
Protein_max,0.24879323868955713,0.6179260797876911,0.6944938307094896
Renal dialysis status,0.5873835149421902,0.44343268454691553,1.17321298256239
Subdural hemorrhage,0.00021039741524187582,0.9884270245271731,0.016793639038204692
"Subendocardial infarction, subsequent episode of care",2.4366903168299654,0.11852606978346111,3.076723680398636
Unspecified acquired hypothyroidism,0.3969909831143773,0.5286473442398982,0.9196224602190899
Unspecified cataract,0.0048677275885147826,0.9443774402915848,0.08256451665011372
Unspecified psychosis,0.010489582736867975,0.9184243698360177,0.12276717132420306
Unspecified transient cerebral ischemia,0.4478102378835395,0.5033766759339999,0.99028972442327
Unspecified vitamin D deficiency,1.5597643597585407,0.21169972586383837,2.2399086937286197
Urea_Nitrogen_max,1.2647540936245407,0.26075312020026975,1.9392435785928566
WBC_Count_last,0.000628409177463884,0.980000652015165,0.029145385803667358
anchor_age,17.49326990236777,2.8832652998526397e-05,15.081936883815494
disch_age,16.78369568455124,4.189169735266105e-05,14.542976134451592
discharge_location_SKILLED NURSING FACILITY,0.020164736108605807,0.8870779583886437,0.17286719753297128
eGFR_first,0.2707931575514382,0.6028002111781638,0.7302481725341796
eGFR_last,0.033342644800699504,0.8551121318677746,0.2258144801725492
eGFR_max,0.04646808794543112,0.8293271680870125,0.2699867402566851
eGFR_mean,0.013573994557122519,0.9072503526384771,0.1404273824225619
eGFR_median,0.00641296017351388,0.9361728657314288,0.09515314466554055
eGFR_min,0.05090768929593099,0.8214912873812913,0.28368282064744776
first_stage_icd,6.090223795089477,0.013593186824022748,6.200972464630942
gender,1.823736170902963,0.17686919298594345,2.499245313093573
subject_id,0.0020004171712863284,0.9643256907573569,0.052407611207690566
