,test_statistic,p,-log2(p)
"Calcium,_Total_min",0.7462064478258623,0.38767995610608197,1.367061948330341
Chloride_last,8.151974583734038,0.0043014299569589885,7.860967939064232
Chloride_max,0.01475494322607975,0.903318832875794,0.14669280770963447
"Cholesterol,_HDL_last",2.362353938900547,0.12429450918443806,3.008165529368647
"Cholesterol,_LDL,_Calculated_median",0.0007490674566341985,0.9781653462362065,0.03184974010611208
"Cholesterol,_Total_first",0.19680238610800097,0.6573143428064689,0.6053446294333737
Cholesterol_Ratio_(Total/HDL)_first,0.08517841390481097,0.7703987054620406,0.37632281593374634
"Creatinine,_Urine_last",1.380526849965272,0.24001142601629114,2.058825006284159
Creatinine_first,0.27357185463277894,0.6009457438245259,0.7346933512865228
Creatinine_last,0.15931694142680836,0.6897861721477115,0.5357788868973515
Creatinine_median,1.7529006220122552,0.1855124989306095,2.430411702986114
"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled",0.17224560810178227,0.6781237276161025,0.5603795694123372
Globulin_last,0.7413335956514581,0.38923401451702844,1.3612903045247944
MCHC_min,0.054075691366002265,0.8161172207827627,0.29315171021964115
MCH_mean,2.215081828810886,0.13666781532334066,2.871254560358359
MCH_min,5.104070981246223,0.02386975875328606,5.388672204301689
MCV_mean,0.002897600544126144,0.9570711134853022,0.06330196927646048
Monocytes_min,3.4828994960562394,0.06200600571801193,4.011448232340143
Myelocytes_mean,0.49997435824540903,0.4795113891672471,1.0603630129078285
Neutrophils_max,0.005940338357450814,0.9385650021939895,0.09147142964427893
Neutrophils_min,4.21734067711736,0.04001282512073846,4.643393695462876
Nucleated_Red_Cells_last,0.6698567244656352,0.41310156385869634,1.2754315731418517
Other and unspecified hyperlipidemia,2.045199605077505,0.15268695620827166,2.7113512745169874
Phosphate_first,0.6355487626645141,0.4253272661148736,1.2333547512619818
Phosphate_last,0.21626043900611785,0.6419041690569203,0.6395701638107777
Phosphate_max,2.1020123130307917,0.1471054231543189,2.7650776612543613
Phosphate_mean,0.3094083940055199,0.5780434454722885,0.7907501658086143
Phosphate_median,0.0033919621945557718,0.9535570176665018,0.06860888823677028
Phosphate_min,0.25518041716775486,0.6134507780392172,0.704980505078373
"Protein,_Total_first",2.125240323825645,0.14489005327271418,2.7869695378578427
"Protein,_Total_last",1.5395641413516137,0.21468269350252378,2.2197222008702107
"Protein,_Total_max",3.2593483170591595,0.07101734464919923,3.8156847710245345
"Protein,_Total_min",1.7227756842582587,0.18933614520385963,2.4009782399549318
Protein_mean,0.3804758650625203,0.5373486714171009,0.8960695759714575
Renal dialysis status,1.2697887318326209,0.2598063174012236,1.9444915833755962
Severe sepsis,1.1971088855585397,0.2739002855213074,1.8682773249376836
Sodium_mean,0.28427462416181865,0.5939130664066051,0.7516763218456015
Unspecified essential hypertension,12.122371214510052,0.000498205129218542,10.970972504779088
Urea_Nitrogen_last,6.5240268608441845,0.010642676344631657,6.5539951946123205
Urea_Nitrogen_max,2.4840175539878544,0.11500814339634025,3.12019207700841
Urea_Nitrogen_mean,1.9222819845436478,0.1656053138983784,2.5941791285003695
Urea_Nitrogen_min,0.07333460383647025,0.7865420709334854,0.3464041596293368
Uric_Acid_median,0.0065085956071394245,0.9356997291384657,0.09588245907800455
anchor_age,9.530595235429054,0.002020745708727331,8.950896500717937
disch_age,9.971895510114418,0.0015894777139759824,9.297231496032522
eGFR_first,0.18195193264804085,0.6697011191734531,0.5784107158702321
eGFR_last,0.027750282972187065,0.8676972565844958,0.20473632711417394
eGFR_max,0.011463856300023674,0.9147339232809295,0.12857593989194716
eGFR_mean,0.0017293781218009911,0.96682889954084,0.04866749745502915
eGFR_median,0.005597143028674332,0.9403626578057765,0.08871084478208893
eGFR_min,0.024225897448656483,0.876311506578756,0.190484292286778
gender,0.022579583965580383,0.8805555093012074,0.18351414197301624
marital_status_SINGLE,1.0901912402894514,0.2964288400933566,1.754242278027804
subject_id,0.10663897589469018,0.7440035481215954,0.42661859338574337
